"OBJECTID","Eradication ID","Common Name","Scientific Name","Type (Animal)","Year of Introduction","Data Quality","Eradication Start Date","Eradication End Date","Status (Eradication)","Type (Eradication)","Primary Eradication Method","Secondary Eradication Method","Tertiary Eradication Method","Primary Baiting Method","Secondary Baiting Method","Primary Toxicant","Secondary Toxicant","Contact Name","Contact Organization","Organization_Website","Island Code","Island Name","Region","Country","Archipelago","Latitude","Longitude","Area (sq km)","Human Population"
"883","1143","House Mouse","Mus musculus","Rodent","1800","Satisfactory","2004","2004","Failed","Whole Island","Toxicant","NA","NA","Aerial Broadcast","NA","Brodifacoum","NA","Dervaux; Antoine","Department of Conservation of Natural Heritage  French Southern and Antarctic Lands","null","15109","Australia","Indian Ocean - West","French Southern Territories","Kerguelen Islands (Golfe du Morbihan)","-49.4538311534","69.85042007","19.4748429755","None"
"884","1145","Polynesian Rat","Rattus exulans","Rodent","1900","Satisfactory","1990","1990","Successful","Whole Island","Toxicant","NA","NA","Aerial Broadcast","NA","Brodifacoum","NA","McFadden; I","NZ Dept. of Conservation","null","66666602","Stack B","Pacific Ocean - South West","New Zealand","Mokohinau Islands","-35.9067216721","175.10381916","0.00534699090414","None"
"885","1146","Polynesian Rat","Rattus exulans","Rodent","null","Good","1990","1990","Successful","Whole Island","Toxicant","NA","NA","Aerial Broadcast","NA","Brodifacoum","NA","McFadden; I","NZ Dept. of Conservation","null","31016","Stack C (Motupapa)","Pacific Ocean - South West","New Zealand","Mokohinau Islands","-35.907765915","175.10326369","0.02790736221","None"
"886","3022","House Mouse","Mus musculus","Rodent","null","Good","2021","null","Planned","Whole Island","Toxicant","Unknown","Unknown","Aerial Broadcast","Unknown","Brodifacoum","Unknown","null","null","null","9988","Marion","Indian Ocean - West","South Africa","Prince Edward Islands","-46.9065628767","37.74039482","295.415622431","1 - 10"
"887","1147","Polynesian Rat","Rattus exulans","Rodent","null","Satisfactory","1990","1990","Successful","Whole Island","Toxicant","NA","NA","Aerial Broadcast","NA","Brodifacoum","NA","McFadden; I","NZ Dept. of Conservation","null","66666603","Stack D","Pacific Ocean - South West","New Zealand","Mokohinau Islands","-35.9083903678","175.10532603","0.0102337051321","None"
"888","1148","Polynesian Rat","Rattus exulans","Rodent","null","Satisfactory","1990","1990","Successful","Whole Island","Toxicant","NA","NA","Aerial Broadcast","NA","Brodifacoum","NA","McFadden; I","NZ Dept. of Conservation","null","66666604","Stack E","Pacific Ocean - South West","New Zealand","Mokohinau Islands","-35.9115079011","175.10035255","0.001612579654","None"
"889","1149","Polynesian Rat","Rattus exulans","Rodent","null","Satisfactory","1990","1990","Successful","Whole Island","Toxicant","NA","NA","Aerial Broadcast","NA","Brodifacoum","NA","McFadden; I","NZ Dept. of Conservation","null","66666605","Stack F","Pacific Ocean - South West","New Zealand","Mokohinau Islands","-35.9122113514","175.10110138","0.00389212641959","None"
"890","1150","Polynesian Rat","Rattus exulans","Rodent","null","Satisfactory","1990","1990","Successful","Whole Island","Toxicant","NA","NA","Aerial Broadcast","NA","Brodifacoum","NA","McFadden; I","NZ Dept. of Conservation","null","66666606","Stack G","Pacific Ocean - South West","New Zealand","Mokohinau Islands","-35.9140360583","175.10362424","0.00571224325976","None"
"891","1151","Polynesian Rat","Rattus exulans","Rodent","null","Satisfactory","1990","1990","Successful","Whole Island","Toxicant","NA","NA","Aerial Broadcast","NA","Brodifacoum","NA","McFadden; I","NZ Dept. of Conservation","null","463843","Stack I","Pacific Ocean - South West","New Zealand","Mokohinau Islands","-35.9169053608","175.095464087","0.00230475559001","None"
"892","1152","Polynesian Rat","Rattus exulans","Rodent","null","Satisfactory","1990","1990","Successful","Whole Island","Toxicant","NA","NA","Aerial Broadcast","NA","Brodifacoum","NA","McFadden; I","NZ Dept. of Conservation","null","88888041","Stack J","Pacific Ocean - South West","New Zealand","Mokohinau Islands","-35.9164748313","175.098335355","0.00781411997481","None"
"893","1153","Black Rat","Rattus rattus","Rodent","null","Poor","null","2005","Unknown","Whole Island","Toxicant","NA","NA","Bait Station","NA","Cholecalciferol","NA","Imber; M.","NZ Dept. of Conservation","null","26951","Ohakana (Ohana)","Pacific Ocean - South West","New Zealand","Ohiwa Harbour","-37.9880349287","177.07638584","0.607863036826","None"
"894","1154","Black Rat","Rattus rattus","Rodent","null","Satisfactory","2005","2005","Successful","Whole Island","Toxicant","NA","NA","Bait Station","NA","Brodifacoum","NA","Unknown","Unknown","Unknown","237512","Polemika","Mediterranean","Greece","Lagofitonisia","39.1014550642","24.10022045","0.0921494057323","None"
"895","1158","Black Rat","Rattus rattus","Rodent","null","Satisfactory","2001","2002","Successful","Whole Island","Toxicant","NA","NA","Bait Station","NA","Brodifacoum","NA","Gerber; Glen","San Diego Zoo Institute for Conservatino Research","http://www.sandiegozoo.org/conservation/","77777135","Sim Cay","Caribbean","Turks and Caicos Islands","Bahamas (Turks and Caicos (Five Cays))","21.7361579264","-72.26501071","0.00860207064845","None"
"896","1159","Black Rat","Rattus rattus","Rodent","null","Satisfactory","2001","2002","Successful","Whole Island","Toxicant","NA","NA","Bait Station","NA","Brodifacoum","NA","Gerber; Glen","San Diego Zoo Institute for Conservatino Research","http://www.sandiegozoo.org/conservation/","77777134","Pusey Cay","Caribbean","Turks and Caicos Islands","Bahamas (Turks and Caicos (Five Cays))","21.736768474","-72.26781937","0.00635895874837","None"
"897","1160","Black Rat","Rattus rattus","Rodent","null","Satisfactory","2001","2002","Successful","Whole Island","Toxicant","NA","NA","Bait Station","NA","Brodifacoum","NA","Gerber; Glen","San Diego Zoo Institute for Conservatino Research","http://www.sandiegozoo.org/conservation/","464194","William Dean Cay","Caribbean","Turks and Caicos Islands","Bahamas (Turks and Caicos (Five Cays))","21.7372668373","-72.27120354","0.00596398826753","None"
"898","1161","Brown / Norway Rat","Rattus norvegicus","Rodent","null","Poor","null","2005","Successful (Reinvaded)","Whole Island","Toxicant","NA","NA","Bait Station","NA","Cholecalciferol","NA","Imber; M.","NZ Dept. of Conservation","null","26951","Ohakana (Ohana)","Pacific Ocean - South West","New Zealand","Ohiwa Harbour","-37.9880349287","177.07638584","0.607863036826","None"
"899","1163","Brown / Norway Rat","Rattus norvegicus","Rodent","null","Good","2001","2001","Successful (Reinvaded)","Whole Island","Toxicant","NA","NA","Bait Station","NA","Brodifacoum","NA","Poncet; S.","Falklands Conservation","null","393414","Horse","Atlantic Ocean - South","Falkland Islands (Malvinas)","Falkland Islands (Saunders Island Group)","-51.3876807657","-60.09052384","0.0740168757095","None"
"900","1164","Brown / Norway Rat","Rattus norvegicus","Rodent","1700","Good","1994","1994","Successful","Whole Island","Trapping","Toxicant","NA","Bait Station","NA","Bromadiolone","NA","Lorvelec; O.","Equipe Gestion des Populations Invasives; INRA; Station SCRIBE; Campus de Beaulieu","null","88888120","Rats","Atlantic Ocean - North","France","Sept îles Archipelago","48.8872573735","-3.50030259913","0.0435218678778","None"
"901","1165","Black Rat","Rattus rattus","Rodent","null","Satisfactory","1990","1990","Trial or Research only","Whole Island","Toxicant","NA","NA","Hand Broadcast","NA","Flocoumafen","NA","Taylor; G.","null","null","26760","Wood Stack A","Pacific Ocean - South West","New Zealand","Great Barrier Islands","-36.1519637183","175.33678833","0.0032253258093","None"
"902","1166","Brown / Norway Rat","Rattus norvegicus","Rodent","null","Poor","1992","1992","Successful (Reinvaded)","Whole Island","Toxicant","NA","NA","Bait Station","NA","Brodifacoum","NA","Unknown","Unknown","Unknown","463836","East Atoll","Pacific Ocean - South West","New Zealand","Bay of Islands (Black Rocks)","-35.2020192065","174.080465763","0.00748677910252","None"
"903","1167","Brown / Norway Rat","Rattus norvegicus","Rodent","null","Good","2003","2003","Successful","Whole Island","Toxicant","NA","NA","Hand Broadcast","NA","Brodifacoum","NA","Poncet; S.","Falklands Conservation","null","389347","Pete's","Atlantic Ocean - South","Falkland Islands (Malvinas)","Falkland Islands (North East Island Group)","-52.0052338518","-58.39539334","0.00322631360793","None"
"904","1168","Polynesian Rat","Rattus exulans","Rodent","null","Good","null","1998","Successful","Whole Island","Toxicant","NA","NA","Hand Broadcast","NA","Brodifacoum","NA","Pascal; Michel","Equipe Gestion des Populations Invasives; INRA; Station SCRIBE; Campus de Beaulieu","null","334564","G'I","Pacific Ocean - South West","New Caledonia","New Caledonia Islands","-22.7223098606","166.85123814","0.0694465908543","None"
"905","1171","Brown / Norway Rat","Rattus norvegicus","Rodent","1700","Good","2003","2003","Failed","Whole Island","Trapping","Toxicant","NA","Bait Station","NA","Bromadiolone","NA","Lorvelec; O.","Equipe Gestion des Populations Invasives; INRA; Station SCRIBE; Campus de Beaulieu","null","241478","Le Loc'h","Atlantic Ocean - North","France","Archipel de Glenan","47.7055475392","-3.9965682","0.58940057136","11 - 100"
"906","1172","Brown / Norway Rat","Rattus norvegicus","Rodent","null","Good","2000","2000","Successful","Whole Island","Toxicant","NA","NA","Hand Broadcast","NA","Brodifacoum","NA","Unknown","Unknown","Unknown","77777322","Grass","Atlantic Ocean - South","South Georgia and the South Sandwich Islands","South Georgia Islands (Stromness Bay)","-54.1587182988","-36.66693401","0.256450901848","None"
"907","1173","Brown / Norway Rat","Rattus norvegicus","Rodent","null","Good","2004","2004","Successful (Reinvaded)","Whole Island","Toxicant","NA","NA","Hand Broadcast","NA","Brodifacoum","NA","Poncet; S.","Falklands Conservation","null","389066","South West Horse","Atlantic Ocean - South","Falkland Islands (Malvinas)","Falkland Islands (North West Island Group)","-51.6043398777","-59.14757843","0.0287252171856","None"
"908","1174","Brown / Norway Rat","Rattus norvegicus","Rodent","null","Good","2001","2001","Successful (Reinvaded)","Whole Island","Toxicant","NA","NA","Hand Broadcast","NA","Brodifacoum","NA","Poncet; S.","Falklands Conservation","null","393412","Calf","Atlantic Ocean - South","Falkland Islands (Malvinas)","Falkland Islands (Saunders Island Group)","-51.4015730432","-60.09094699","0.0483255043651","None"
"909","1175","Brown / Norway Rat","Rattus norvegicus","Rodent","null","Good","2009","2009","Successful","Whole Island","Toxicant","NA","NA","Hand Broadcast","NA","Diphacinone","NA","Poncet; S.","Falklands Conservation","null","389354","The Knobs","Atlantic Ocean - South","Falkland Islands (Malvinas)","Falkland Islands (The Knobs)","-51.8026829414","-58.16004537","0.075063612468","None"
"910","1177","Brown / Norway Rat","Rattus norvegicus","Rodent","null","Good","2009","2009","Successful","Whole Island","Toxicant","NA","NA","Hand Broadcast","NA","Diphacinone","NA","Poncet; S.","Falklands Conservation","null","463638","The Knobs Islet","Atlantic Ocean - South","Falkland Islands (Malvinas)","Falkland Islands (The Knobs)","-51.7970392769","-58.168774","0.00645486282507","None"
"911","2809","Black Rat","Rattus rattus","Rodent","2009","Satisfactory","null","2009","Successful","Incursion Response","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Sposimo; Paolo","null","null","240134","La Scola","Mediterranean","Italy","Tuscan Islands","42.5837916305","10.1062938","0.0151126691745","None"
"912","2810","Black Rat","Rattus rattus","Rodent","2011","Satisfactory","null","2011","Successful","Incursion Response","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Sposimo; Paolo","null","null","240134","La Scola","Mediterranean","Italy","Tuscan Islands","42.5837916305","10.1062938","0.0151126691745","None"
"913","1178","Brown / Norway Rat","Rattus norvegicus","Rodent","null","Good","2009","2009","Successful (Reinvaded)","Whole Island","Toxicant","NA","NA","Hand Broadcast","NA","Diphacinone","NA","Poncet; S.","Falklands Conservation","null","463637","Sniper","Atlantic Ocean - South","Falkland Islands (Malvinas)","Falkland Islands (Choiseul Sound)","-51.9171201112","-58.5047867","0.0466222872579","None"
"914","1179","Brown / Norway Rat","Rattus norvegicus","Rodent","null","Good","2001","2001","Successful (Reinvaded)","Whole Island","Toxicant","NA","NA","Hand Broadcast","NA","Brodifacoum","NA","Poncet; S.","Falklands Conservation","null","393410","Calf Islet","Atlantic Ocean - South","Falkland Islands (Malvinas)","Falkland Islands (Saunders Island Group)","-51.4054335825","-60.08622955","0.0110094207237","None"
"915","1180","Brown / Norway Rat","Rattus norvegicus","Rodent","null","Good","2009","2009","Successful","Whole Island","Toxicant","NA","NA","Hand Broadcast","NA","Diphacinone","NA","Poncet; S.","Falklands Conservation","null","389342","Big Samuel South Islet","Atlantic Ocean - South","Falkland Islands (Malvinas)","Falkland Islands (Choiseul Sound)","-51.9500959813","-58.68573614","0.00902360206462","None"
"916","1181","Brown / Norway Rat","Rattus norvegicus","Rodent","null","Good","2009","2009","Successful","Whole Island","Toxicant","NA","NA","Hand Broadcast","NA","Diphacinone","NA","Poncet; S.","Falklands Conservation","null","389337","Big Samuel Southwest Islet","Atlantic Ocean - South","Falkland Islands (Malvinas)","Falkland Islands (Choiseul Sound)","-51.9460145903","-58.68806647","0.00604561365354","None"
"917","1182","Brown / Norway Rat","Rattus norvegicus","Rodent","null","Good","2009","2009","Successful","Whole Island","Toxicant","NA","NA","Hand Broadcast","NA","Diphacinone","NA","Poncet; S.","Falklands Conservation","null","389075","Big Samuel West Tied Islets","Atlantic Ocean - South","Falkland Islands (Malvinas)","Falkland Islands (Choiseul Sound)","-51.9424057097","-58.69209435","0.0447749528171","None"
"918","1183","Brown / Norway Rat","Rattus norvegicus","Rodent","null","Good","2002","2002","Successful (Reinvaded)","Whole Island","Toxicant","NA","NA","Hand Broadcast","NA","Brodifacoum","NA","Poncet; S.","Falklands Conservation","null","88888018","Rat","Atlantic Ocean - South","Falkland Islands (Malvinas)","Falkland Islands (Beaver Island Group)","-51.8444300005","-61.21992","0.00781416799548","None"
"919","1184","Polynesian Rat","Rattus exulans","Rodent","null","Satisfactory","1998","1998","Successful","Whole Island","Toxicant","NA","NA","Bait Piles","NA","Brodifacoum","NA","Pascal; Michel","Equipe Gestion des Populations Invasives; INRA; Station SCRIBE; Campus de Beaulieu","null","334538","Vua","Pacific Ocean - South West","New Caledonia","New Caledonia Islands","-22.576623864","166.74710343","0.065347213568","None"
"920","1185","Polynesian Rat","Rattus exulans","Rodent","null","Satisfactory","1998","1998","Successful","Whole Island","Toxicant","NA","NA","Bait Piles","NA","Brodifacoum","NA","Pascal; Michel","Equipe Gestion des Populations Invasives; INRA; Station SCRIBE; Campus de Beaulieu","null","334565","Nge","Pacific Ocean - South West","New Caledonia","New Caledonia Islands","-22.6932035694","166.85077861","0.0444598757286","None"
